微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IxOQIx0V1,#全球疫情动态#【世卫非洲办事处：#努力确保非洲国家监测到首例病例#】世界卫生组织非洲区域办事处官员玛丽·斯蒂芬日前在布拉柴维尔接受新华社记者采访时说，非洲应对新冠肺炎疫情的一大要点是努力确保各国监测到首例病例，以便及时发现并遏制疫情传播。　　由于非洲大陆公共卫生体系基础薄弱，国际社会普遍担忧非洲防控新冠肺炎前景。斯蒂芬就此表示，世卫组织在疫情暴发之初就对非洲各国情况作了评估，以了解非洲国家需要在哪些方面加强应对疫情的能力，并随之提供了相应支持。　　斯蒂芬说：“在最初的评估中，我们认为只有南非和塞内加尔具备检测新冠病毒的能力，现在非洲已有27个国家可以检测和确诊新冠肺炎。同时，很多非洲国家已经启用了公共卫生应急中心和相关协调机制，并制定了国家层面的应对方案。”　　截至3月8日，非洲已有9国发现新冠肺炎确诊病例。斯蒂芬说，非洲目前发现的病例几乎全部是输入性病例，随着越来越多的国家出现疫情，这些国家的旅行者将病毒带入非洲的风险也在增加。　　“我们必须努力确保各国在监测时不会遗漏首个病例，一旦病毒入境开始传播就会造成疫情，防疫难度会大大增加。”斯蒂芬说，过去20年中一些非洲国家已经建立起了针对急性呼吸道疾病的监测系统，医卫人员如果能及时甄别出新冠病毒并报告，政府就可以立即采取措施遏制病毒传播。　　世卫组织总干事谭德塞今年2月通过视频连线参加在非洲联盟总部举行的紧急会议时曾表示，越来越多非洲国家已能使用世卫组织提供的试剂盒检测新冠病毒。　　此外，斯蒂芬认为中国采取的防疫措施取得了重要效果。斯蒂芬说，中国境内新增病例数已显著降低，这说明中国政府采取的应对措施发挥了作用。“对于新冠肺炎这样的全球性流行病，我们呼吁各国团结合作。中国已经有了应对疫情的实践，其他国家一定能够从中国身上借鉴经验。”                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcnr64o171j20p00p0tba.jpg,无,无,2020-03-09 16:27,微博 weibo.com,42,14,7
IxOMKCs18,【#俄正研制射程超百公里的制导炮弹#】为了快速攻击敌方大纵深区域内的指挥和作战设施，俄军工单位正在研制射程超过100公里、可精确轰击目标的制导炮弹。　　据俄《军工信使报》网站日前报道，了解这一研发项目的军工专家介绍说，上述炮弹将供俄“联盟”和“姆斯塔”型自行榴弹炮使用，此前俄同类炮弹的最远射程约20公里，依据设计，新炮弹的射程将超过100公里。　　报道说，新炮弹之所以飞得更远，是因为它配有火箭冲压发动机，弹壳还有套筒结构。炮弹被射出后，原本处于收缩状态的套筒外壳会像有些单筒望远镜一样拉伸出来。俄专家表示，这种外形变化能在飞行中提升内置火箭冲压发动机的性能，极大提高射程。这种新炮弹将在近期接受测试。　　俄《祖国武库》杂志主编穆拉霍夫斯基评论说，射程超百公里的炮弹可用于攻击敌方大纵深区域内的指挥部、导弹发射阵地、机场、通信站和桥梁等。此前这类任务可由战术导弹完成，但由火炮射出的制导炮弹可使攻击具有突然性，敌防空火力难以拦截，被攻击目标也难有足够时间隐蔽或转移。                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcnqxt30ulj20p00p0tba.jpg,无,无,2020-03-09 16:17,微博 weibo.com,27,12,9
IxOFqwmW5,#全民战疫#【正在直播：湖北省新型冠状病毒肺炎疫情防控工作新闻发布会】湖北省召开新闻发布会，通报湖北省疫情和防控工作情况。 新华网的微博视频 . ,无,"http://f.video.weibocdn.com/ByhWN7kelx07Bz8jf27u01041203RI2G0E020.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955333&ssig=Kzvr%2Bxrxk%2F&KID=unistore,video",无,2020-03-09 15:59,微博网页版,263,7,8
IxOExvujN,#全民战疫#【#邮政快递行业复工人数近300万人#，日处理邮件快件1.6亿件以上】3月9日国家邮政局市场监管司副司长侯延波在国务院联防联控机制新闻发布会上说，目前邮政快递行业复工人数近300万人，复工率达到92.5%，日处理邮件快件稳定在1.6亿件以上，复产率超过80%，顺利完成了前两个阶段的阶段性目标。截至3月8日全行业承运寄递疫情防控物资1.73亿件，累计8.24万吨，发运车辆2.4万辆，货运班次350架次。下一步行业将继续努力打通盲点、盲区，补齐短板弱项，尽快完成复产达产的任务。新华视点的微博视频                                ,无,无,无,2020-03-09 15:57,微博 weibo.com,80,29,22
IxOpUp3nO,【福建泉州一酒店坍塌事故已致11人死亡 21人仍在搜救中】记者从现场救援指挥部获悉，截至9日14时，泉州一酒店坍塌事故现场搜救出受困人员50人，其中死亡11人，仍在搜救21人。　　3月7日晚，福建省泉州市鲤城区欣佳酒店发生坍塌事故，当时造成71人被困（不含自救逃生的9人）。 原图,http://wx1.sinaimg.cn/large/a782e4ably1gcnpaohc7hj20p00p0tba.jpg,无,无,2020-03-09 15:21,微博 weibo.com,50,31,28
IxOh05Zqz,#全民战疫#【正在直播：国务院联防联控机制新闻发布会】国务院联防联控机制召开新闻发布会，介绍邮政快递业服务疫情防控和复工复产有关情况。 新华网的微博视频 . ,无,"http://f.video.weibocdn.com/pnD5av2Plx07Bz4tlhx601041207NPaI0E030.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955345&ssig=vrG%2BMOgm8P&KID=unistore,video",无,2020-03-09 14:59,微博网页版,95,10,5
IxOeQvM5d,#医护人员画图与聋哑危重患者沟通#【暖心！聋哑危重患者进食难 医护人员画图与其“对话”】近期，在武汉的一间病房内，有一位老年聋哑患者出现进食困难，这可急坏了江苏援助湖北医疗队的医护人员。为了突破交流障碍，让患者配合治疗，医护人员纷纷拿起纸笔学起了绘画，通过图画与其进行交流。正因医护人员的耐心沟通，该患者也开始慢慢进食。@龙虎网 龙虎网的秒拍视频                                ,无,无,无,2020-03-09 14:54,微博 weibo.com,141,50,13
IxO818w6s,【#青海第一批高中中职学校9日开学#】“疾控中心的老师请到学校门口准备测量体温。这位家长，请在主干道旁等待……”9日早上6点，青海省玉树藏族自治州第二民族高级中学的教师员工已全部到岗就位，校办公室主任郭墨正在学校门口疏导工作。    当天，青海省内部分普通高中、中等职业学校开学，“今天，我们的第一课是健康教育防护知识和应急演练。”第二民族高级中学高三学生索南拉毛说。　　青海省教育厅副厅长杨发玉介绍，自3月6日12时起，青海省重大突发公共卫生事件由三级响应调整为四级响应，青海省教育厅各部门已对第一批开学的144所普通高中和中职学校的防控物资到位情况、人员培训情况、防控制度落实情况等进行专项督导检查。“专家评估认为青海省未来疫情风险总体处于可防可控范围，这为我们做好学校春季开学工作带来利好消息。”　　为全力保障春季学期开学，青海省教育厅制定了《青海省中小学（中职学校）新冠肺炎疫情防控工作指南》，发布“两案七制”，即学校春季开学方案和疫情防控应急预案，以及疫情报告、突发公共卫生事件报告、师生晨午检、因病缺勤登记和追踪报告、复课证明查验、健康教育、通风消毒七项制度。　　“我校高三年级有15个班共776人，前两天我们通过使用二维码对学生的旅居史做了统计。”郭墨说，早上7点钟开始，学生入校测量体温。进校后，各班级在学校广场拉开距离进行入学登记，随后各班班主任和任课老师在行政楼门前为学生进行第二次体温测量。　　“青海省各高中、中职和初中所有学科的教材教辅已经全部配送到校。各校已采取科学消杀方式，对校园卫生环境进行了全面整治，确保不留死角。”杨发玉说，目前，已有1054名医疗机构和疾控部门的专业人员进驻学校，开展教职员工基本防护知识、防护技能等培训，规范消杀和测温等流程，帮助完善疫情处置预案。　　青海省工业和信息化厅副厅长刘小宁介绍，截至3月6日，青海省工信厅已向全省教育系统调拨口罩84万个、医用酒精36.03吨、消毒液75吨、额温枪855把，按照分地区、分学段和优先保障先期开学学校的原则，已配发各地各校。“各地各校也多方筹措，自行储备了口罩、额温枪、消毒液、医用酒精等防控物资，为第一阶段开学做好准备工作。”　　下一步，各校经县级政府评估、市州政府审核通过后，分区分层有序开学。青海省也将密切关注第一批学校开学情况，继续协调落实后续物资供应，及时妥善处置突发情况，确保疫情防控和教育教学两手抓、两促进、两不误。                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcno17f6t7j20p00p00w3.jpg,无,无,2020-03-09 14:37,微博 weibo.com,4543,107,615
IxNVtotEr,【九球天后#潘晓婷教你练出小蛮腰#】台球世界冠军潘晓婷分享居家锻炼的小妙招。两个简单动作，摇摇摆摆练出“小蛮腰”。新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/MmRO2wvJlx07ByWJBxk401041200foII0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955347&ssig=6q%2Fok0voKI&KID=unistore,video",无,2020-03-09 14:06,微博 weibo.com,162,92,20
IxNHckGNb,#全球疫情动态#【正在直播：直击#新冠肺炎疫情下的日本#】目前，新冠肺炎疫情在世界多个国家蔓延。记者今天带你看疫情给日本民众生活带来的影响。 新华网的微博视频 . ,无,"http://f.video.weibocdn.com/kiYnymtElx07ByWblHtK01041207GTKJ0E030.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955348&ssig=EE38jW8DOR&KID=unistore,video",无,2020-03-09 13:31,微博网页版,525,21,15
IxNuya0Ih,#全民战疫#【重磅微视频：你是我的英雄】一场突如其来的新冠肺炎疫情，让我们看到了许多平凡而伟大的身影。生活中，他们是父亲、妻子、孩子、朋友……危难时，他们是天使、战士、志愿者、摆渡人……所谓英雄，不过是平凡人在危难前选择英勇。所谓担当，不过是普通人在困难中选择坚强。在这个没有硝烟的战场，每个人都在用自己的方式战“疫”。每一张平凡的面孔，都值得致敬与铭记。新华网的秒拍视频                                ,无,无,无,2020-03-09 13:00,微博 weibo.com,401,296,59
IxNejoqpq,【萌翻了！#秦岭大熊猫在雪中打滚#】3月1日晚，秦岭迎来一场降雪，第二天早上，秦岭大熊猫野化培训佛坪基地的两只国宝大熊猫在雪地里打滚玩耍。新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/RTes8dV1lx07ByPqYwwE01041200lKT70E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955350&ssig=6tLSeX7g%2Bm&KID=unistore,video",无,2020-03-09 12:20,微博 weibo.com,185,61,32
IxMZrrKUv,【#韩国军方称朝鲜发射3枚不明发射体#】韩国军方9日称，朝鲜当天上午向朝鲜半岛东部海域方向发射3枚“不明发射体”。　　韩国媒体援引韩军联合参谋本部发布的信息说，朝方当天由咸镜南道宣德一带试射发射体，发射体飞行距离约为200公里，最大飞行高度约为50公里。　　韩军联合参谋本部表示，韩国军方正密切监控朝方是否有其他与发射活动相关的动向，并维持警戒态势。　　韩国总统府青瓦台当天紧急举行相关部门长官视频会议，讨论朝方发射活动一事。青瓦台在声明中表示，朝方这一举动无助于实现半岛和平的努力。　　截至目前，朝鲜方面暂未对相关消息予以表态。　　韩国军方本月2日曾称，朝鲜当天向半岛东部海域发射两枚“不明发射体”。朝中社3日报道，朝鲜最高领导人金正恩2日视察朝鲜人民军前线远程炮兵部队火力打击训练场，并表示人民军必须不断加强自身战斗力。                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcnj0ddf7fj20p00p00w3.jpg,无,无,2020-03-09 11:43,微博 weibo.com,75,19,30
IxMNrn02e,【全国已有#53位城乡社区工作者在疫情防控中因公殉职#】民政部基层政权建设和社区治理司司长陈越良9日在国务院联防联控机制新闻发布会上说，截至3月8日，全国城乡社区工作者已有53位在疫情防控中因公殉职，其中党员占92.5%。 原图,http://wx1.sinaimg.cn/large/a782e4ably1gcni1i8da3j20p00p00w3.jpg,无,无,2020-03-09 11:13,微博 weibo.com,80,40,22
IxMBpyx8T,【#美国新冠肺炎病例数破500#】综合新华社驻外记者报道：美国约翰斯·霍普金斯大学发布的实时统计数据显示，截至美国东部时间8日20时（北京时间9日8时），美国累计已有541例新冠肺炎确诊病例。　　这一数据来自该大学新冠病毒研究项目汇总的美国各州疫情报告，并非联邦机构发布的官方数据。美国疾病控制和预防中心发布的数据最后时间还是5日16时，为213例。　　纽约州州长安德鲁·科莫8日说，纽约州新冠肺炎确诊病例已增至105例，比前一天增加了16例。他批评美国联邦政府在应对新冠肺炎疫情方面行动迟缓。鉴于纽约州近日新冠肺炎确诊病例迅速增加，科莫7日已宣布全州进入紧急状态。　　美国国家过敏症和传染病研究所主任安东尼·福奇8日接受福克斯电视台一档新闻节目采访时说，他怀疑美国将不得不实施封锁令以阻止新冠病毒的蔓延，就像意大利北部那样。福奇说：“如果放任病例继续增长，尤其在社区中，就该采取我们所说的‘减缓’措施，如扩大社交距离，远离人群聚集场所，尽量减少旅行等。”　　不过，美国食品和药物管理局前局长斯科特·戈特利布8日在社交媒体推特上说，大规模隔离不适用美国。他认为，关闭学校、减少聚会、关闭剧院等室内聚集场所、大规模推行远程办公和限制公共交通等措施都可以“减轻”疫情。#全球疫情动态#                原图                            ,http://wx3.sinaimg.cn/large/a782e4ably1gcnha06ybfj20p00p00w3.jpg,无,无,2020-03-09 10:44,微博 weibo.com,195,38,60
IxMv2d1uw,#战疫日励# 但求岁岁平安，宁愿生生不见。#武汉又有两家方舱医院休舱# 原图,http://wx2.sinaimg.cn/large/a782e4ably1gcnglr9wujj20ku112hbi.jpg,无,无,2020-03-09 10:28,微博 weibo.com,174,28,21
IxMkblRqq,#全民战疫#【正在直播：国务院联防联控机制新闻发布会】国务院联防联控机制举行新闻发布会，请民政部副部长詹成付介绍民政领域疫情防控与民生保障有关情况，并答记者问。 新华网的微博视频 . ,无,"http://f.video.weibocdn.com/sr8AIIBqlx07ByKz6a2c01041207lrId0E030.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955353&ssig=yoEz3uRVjR&KID=unistore,video",无,2020-03-09 10:01,微博网页版,89,28,13
IxMbLfVxC,#全民战疫#【安排上了！#无人机为武当山村民空投防疫物资#】3月4日，湖北十堰一架消防无人机来到武当山八仙观村，为村民空投口罩、体温计、消毒液等防疫物资。新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/doVshhZklx07ByEuXdos01041200lfZD0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955354&ssig=bj3St33T2A&KID=unistore,video",无,2020-03-09 09:41,微博 weibo.com,591,169,65
IxLY7ekHW,#全球疫情动态#【#意大利新冠肺炎病例增至7375例# 封闭大量地区】意大利公民保护部部长、新冠病毒应急委员会专员博雷利8日说，截至当地时间8日18时，意大利累计确诊新冠肺炎病例7375例，较上一日新增1492例。意大利政府当天宣布封闭伦巴第大区及邻近地区14个省。　　博雷利在当天的新闻发布会上说，截至8日，意大利新冠肺炎累计死亡病例366例，8日新增死亡病例133例，累计治愈622例。　　目前，意大利一些高级官员已确诊感染，包括主要执政党之一民主党的领导人津加雷蒂、陆军总参谋长法里纳等。　　博雷利说，当天新增的死亡病例大部分来自伦巴第大区，共有113例。意大利政府当天宣布封闭伦巴第大区及邻近地区14个省，以遏制疫情蔓延，涉及人口约1600万，占意大利人口总数的四分之一以上。首都罗马不在封闭之列，但街上行人车辆明显减少。　　意大利卫生部长斯佩兰扎8日说，他已向世界卫生组织电话通报了政府采取的新措施，世卫组织对此表示全力支持。此前，世卫组织曾向意大利派出一个快速反应工作组，该工作组建议意大利在采取全国性管控措施的同时，优先鉴别和检测疑似病例，在疫情严重地区一方面隔离病人，一方面提高治疗能力。　　意大利总统马塔雷拉当天发表声明，对因疫情不能在总统府举行国际妇女节庆祝活动表示遗憾，并向在医院、实验室和封闭区域工作的妇女表示感谢。                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcnedm4kl7j20p00p00w3.jpg,无,无,2020-03-09 09:07,微博 weibo.com,46,27,23
IxLUoapjM,#全民战疫#又是这两个0，要保持住呀！[加油] [组图共2张]原图,"http://ww1.sinaimg.cn/large/a782e4ably1gcne98jxlfg20ku1121kx.gif,http://ww4.sinaimg.cn/large/a782e4ably1gcne98mmhig20ku112hdt.gif",无,无,2020-03-09 08:58,微博 weibo.com,170,54,39
IxLDNi5kz,#全民战疫#【截至3月8日24时新型冠状病毒肺炎疫情最新情况】3月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例40例，新增死亡病例22例（湖北21例，广东1例），新增疑似病例60例。　　当日新增治愈出院病例1535例，解除医学观察的密切接触者3802人，重症病例减少153例。　　截至3月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例19016例（其中重症病例5111例），累计治愈出院病例58600例，累计死亡病例3119例，累计报告确诊病例80735例，现有疑似病例421例。累计追踪到密切接触者674760人，尚在医学观察的密切接触者20146人。　　湖北新增确诊病例36例（武汉36例），新增治愈出院病例1422例（武汉1163例），新增死亡病例21例（武汉18例），现有确诊病例18303例（武汉16627例），其中重症病例4991例（武汉4735例）。累计治愈出院病例46433例（武汉30933例），累计死亡病例3007例（武汉2388例），累计确诊病例67743例（武汉49948例）。新增疑似病例28例（武汉28例），现有疑似病例277例（武汉253例）。　　3月8日0—24时，新增报告境外输入确诊病例4例（甘肃4例）。截至3月8日24时，累计报告境外输入确诊病例67例。　　累计收到港澳台地区通报确诊病例169例：香港特别行政区114例（出院59例，死亡3例），澳门特别行政区10例（出院10例），台湾地区45例(出院15例，死亡1例)。（信息来自国家卫生健康委员会官方网站）                原图                            ,http://wx4.sinaimg.cn/large/a782e4ably1gcnd0q6bmgj20u00u4txg.jpg,无,无,2020-03-09 08:17,微博 weibo.com,65,35,26
IxLwMk7J8,“听话”的#人工智能无接触电梯#来了！新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/U7doIOx0lx07Byxy9XQs010412007uNg0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955356&ssig=fQjzyvd4l5&KID=unistore,video",无,2020-03-09 08:00,微博 weibo.com,724,136,86
IxLgVt5ks,【世卫组织：#全球受新冠肺炎疫情影响的国家和地区数已破百#】 世界卫生组织8日说，截至欧洲中部时间8日10时（北京时间8日17时），世卫组织收到的各国报告数据显示，中国以外全球受新冠肺炎疫情影响的国家和地区数量已达101个。　　世卫组织每日疫情报告显示，中国以外新冠肺炎确诊病例较前一日增加3610例，达到24727例；死亡病例较前一日增加71例，达到484例。　　数据显示，8日全球新冠肺炎确诊病例比前一日增加3656例，达到105586例；死亡病例比前一日增加98例，达到3584例。#全球疫情动态#                原图                            ,http://wx1.sinaimg.cn/large/a782e4ably1gcnb854lkrj20p00p00w3.jpg,无,无,2020-03-09 07:21,微博 weibo.com,75,36,19
IxL8qmPbm,#98后女警的逆行#【98后女警张锦星“逆行”进方舱】“我是一名人民警察，我热爱自己的工作。眼下正是防疫阻击战用人之际，我志愿参加一线战斗。”武汉新冠肺炎疫情发生以来，21岁的女警张锦星多次向组织申请进入方舱医院执勤，最终如愿“逆行”进入方舱。#这就是铿锵玫瑰# 新华网的秒拍视频                                ,无,无,无,2020-03-09 07:00,微博 weibo.com,446,106,71
IxHvPiorM,#这就是铿锵玫瑰#【致敬她们！#这才是最美的颜色#！】她们是坚毅的白色、热情的红色、沉稳的蓝色、勤勉的橙色，她们也是世上最温柔的颜色。她们是女儿，可能是母亲，可能是妻子。舍小家顾大局，她们用似水的温柔面对更多需要帮助的人，以不输须眉的勇毅，撑起抗“疫”半边天！新华网的秒拍视频                                ,无,无,无,2020-03-08 21:46,微博 weibo.com,201,83,24
IxHmu7MRp,【#孟加拉国首次确诊新冠肺炎病例#】孟加拉国卫生部门7日确诊3例新冠肺炎病例，这是该国首次公布确诊病例。　　孟流行病控制与研究机构负责人米尔杰迪·萨布丽娜·弗洛拉对新华社记者说，确诊病例中2人有意大利旅行史，另1名为其中1名确诊患者的家属。目前3人在医院接受隔离治疗。#全球同心战疫#                 原图                            ,http://wx2.sinaimg.cn/large/a782e4abgy1gcmu3f2izoj20p00p0759.jpg,无,无,2020-03-08 21:23,微博 weibo.com,64,17,13
IxHke3NZG,#这就是铿锵玫瑰#【致敬战“疫”一线的她】保洁、消毒、清理垃圾，忙碌一天的她们就地睡着了，大写的心疼；疫情期间，她把隔离点当成“家”，把家当成“钟点房”；做物资对接，她抱着手机打字打到手抽筋，2000分钟的话额早已超限……回报社会从来不是一句口号，而是切实的行动。在这个特殊的妇女节，向她们致敬！            [组图共9张]    原图                            ,"http://ww3.sinaimg.cn/large/a782e4abgy1gcmtlmgvtzj20ku0y8k82.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmtllr4j6j20ku0y8tqf.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmtlmbwtaj20ku0y8wsw.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmtlme9fnj20ku0y8h1j.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmtlmh77sj20ku0y8tmy.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gcmtllqffpj20ku0y8kb3.jpg,http://ww4.sinaimg.cn/large/a782e4abgy1gcmtlm3kqqj20ku0y87in.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmtlmmc2pj20ku0y8dxx.jpg,http://ww4.sinaimg.cn/large/a782e4abgy1gcmtlmnijhj20ku0y8nb2.jpg",无,无,2020-03-08 21:18,微博 weibo.com,146,85,28
IxH76iMbs,【祝贺！中国首位UFC冠军#张伟丽成功卫冕金腰带#】北京时间8日，经过五回合激烈战斗，中国首位UFC（终极格斗冠军赛）冠军张伟丽在美国拉斯维加斯举行的UFC248站女子草量级卫冕战上，以点胜击败波兰选手乔安娜，成功卫冕金腰带。去年8月份在UFC格斗之夜深圳站比赛中，张伟丽用时42秒TKO击败冠军杰西卡·安德拉德，成为中国首位UFC冠军。这次是她的首场卫冕战。       “我这次来这边比赛非常不容易。我的祖国有疫情，经过好几个国家才来到这儿，非常不容易。希望我的国家赶紧度过疫情，但现在其实疫情已经不是中国的事了，疫情是全人类的事，希望大家共同努力，战胜疫情。”张伟丽在赛后说。            [组图共2张]    原图                            ,"http://ww4.sinaimg.cn/large/a782e4abgy1gcmsth85zbj21530u01ky.jpg,http://ww2.sinaimg.cn/large/a782e4abgy1gcmsthqoqkj215f0u0x6q.jpg",无,无,2020-03-08 20:45,微博 weibo.com,1883,143,120
IxGXE2WzO,【#保加利亚首次宣布新冠肺炎确诊病例#】保加利亚国家传染病与寄生虫病中心8日宣布，该国目前已有4例新冠肺炎确诊病例，这是保首次公布确诊病例数字。       保加利亚当局已采取措施，防止疫情在国内蔓延。#全球同心战疫# 原图,http://wx2.sinaimg.cn/large/a782e4abgy1gcmsbgvhr8j20p00p0759.jpg,无,无,2020-03-08 20:22,微博 weibo.com,49,20,11
IxGUQ0CgD,#全民战疫#【#武汉又有两家方舱医院休舱#！医护人员在驻地待命】8日下午，位于武汉开发区（汉南区）内的武汉体育中心方舱医院和沌口方舱医院陆续送走61名痊愈出院患者，两所方舱医院进入休舱状态，入驻上述方舱医院的医护人员将在驻地待命，随时接受调度。       据悉，武汉体育中心方舱医院由武汉体育中心体育馆及附属训练馆改造而成，共设置床位1000张，投入医护人员及各类后勤保障人员1000多人。该方舱医院于2月12日正式开始收治患者，至3月8日休舱，累计收治病人1056人、治愈出院875人、转院181人，实现了医护人员零感染，患者零病亡、零回头。       休舱后，入驻该方舱医院的国家（贵州）紧急医学救援队、安徽省第三批支援湖北医疗队、江苏省人民医院应急救援队、第五批江苏援湖北医疗队省队、中国疾控中心移动检测实验室、安徽第八批影像队、国家心理医疗队、汉南区人民医院的医护人员将在驻地待命，救援物资和设备原地封存。       沌口方舱医院是武汉市第一个利用暂时闲置的工业厂房建设的方舱医院。该方舱医院于2月12日开工、15日交付，建设面积约6100余平方米。来自重庆、甘肃、黑龙江、广西、内蒙古、天津、陕西、四川等地的9支援汉医疗队和武汉亚心总医院、汉南区人民医院的医护人员共同组成医护团队在此提供医疗服务。沌口方舱医院划分五个病区，开放床位996张，自2月17日正式开舱收治病人以来，累计接收入院患者990人。此次休舱后，入住该医院的援汉医疗队也将继续驻守待命。                原图                            ,http://wx3.sinaimg.cn/large/a782e4abgy1gcmry8w690j20p00p0759.jpg,无,无,2020-03-08 20:15,微博 weibo.com,223,24,30
IxGOwrzQu,【#伊朗新冠肺炎病例增至6566例#】伊朗卫生部8日宣布，截至当地时间8日上午，伊朗新冠肺炎确诊病例新增743例，累计病例数升至6566例，其中死亡194例。#全球同心战疫# 原图,http://wx1.sinaimg.cn/large/a782e4abgy1gcmrmvviqsj20p00p0759.jpg,无,无,2020-03-08 20:00,微博 weibo.com,30,16,9
IxGKgwxRW,#超萌三八节礼物#【白衣战士秒变“美少女战士” 这份三八节礼物萌化了】美少女战士、机器猫、海绵宝宝、小黄人……这些人们耳熟能详的卡通形象，都被装点到白色防护服上。“三八”国际妇女节前夕，安医大一附院支援湖北医疗队的女队员们收到了这样一份特殊的节日礼物。医疗队队员徐爱晖穿上“美少女战士”白衣战袍说：“要代表人类，消灭病毒！” 新华网的秒拍视频                                ,无,无,无,2020-03-08 19:49,微博 weibo.com,94,21,8
IxGovlMK4,#安徽确诊病例清零#【刚刚！安徽“清零”！】3月8日，随着安徽省最后一批在院新冠肺炎确诊患者全部治愈，全省16个市实现“清零”，治愈率达99.4%。目前，安徽省已连续9天无新增确诊病例、新增疑似病例。安徽省卫健委在通报中提示，“清零”不等于零风险。要坚决做到“两个不能降低”：对疫情的警惕性不能降低、对防控的要求不能降低，不获全胜决不轻言成功。            [组图共9张]    原图                            ,"http://ww4.sinaimg.cn/large/a782e4abgy1gcmpp693swj20k00zkgsl.jpg,http://ww4.sinaimg.cn/large/a782e4abgy1gcmpp64tozj20k00zktfy.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmpp69k2sj20k00zkdnl.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmpp6pe35j20k00zkwlw.jpg,http://ww2.sinaimg.cn/large/a782e4abgy1gcmpp6h1oxj20k00zk7bj.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gcmpp6kt8mj20k00zk46b.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gcmpp6diapj20k00zk100.jpg,http://ww3.sinaimg.cn/large/a782e4abgy1gcmpp6kvbqj20k00zktg1.jpg,http://ww1.sinaimg.cn/large/a782e4abgy1gcmpp6pzopj20k00zktg4.jpg",无,无,2020-03-08 18:55,微博 weibo.com,6199,526,618
IxG41zICt,【看！抗疫#白衣巾帼的后援男团#！】疫情来袭，为了保护大家，她义无反顾，赶赴抗疫一线，救死扶伤，用无私奉献诠释医者仁心，是最美的逆行者。       他坚守后方，扶老携幼，保卫小家，柴米油盐衣食住行，无微不至，筑起最温暖的港湾，让她安心战“疫”，早日平安凯旋。新华网的秒拍视频 ,无,"http://miaopai.video.weibocdn.com/qUBSdjZulx07BxCiTxri01041200MqhN0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1584955376&ssig=vfovnNkxcG&KID=unistore,video",无,2020-03-08 18:05,微博 weibo.com,246,120,41
IxFOmkTsu,#受疫情影响的国家和地区数已破百# 新华社快讯：世界卫生组织发言人8日向新华社记者证实，全球受新冠肺炎疫情影响的国家和地区数已破百。#全球同心战疫# 原图,http://wx2.sinaimg.cn/large/a782e4abgy1gcmn6svz50j20p00p0759.jpg,无,无,2020-03-08 17:26,微博 weibo.com,39,14,14
