微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Is4l89H9U,【杭州高速交警发布体温检测站后方排队绕行建议路线】目前，杭州周边高速公路已经暂时对19个出口实施全天关闭和对6个高速公路出口每日18:00至次日7:00实施关闭。为此，杭州高速交警梳理了一份体温检测站后方排队的绕行建议路线，建议广大驾驶员在行驶过程中优先使用导航推荐路线，在设置导航时将“高速优先”勾选掉，选择“不走高速”。杭州高速交警发布避开体温检测站后方排队绕行建议路线            [组图共3张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gbg1iw2g4jj20ij3ftu0x.jpg,http://ww1.sinaimg.cn/large/6e1fdf79ly1gbg1c5mthaj20fd2jykjl.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbg1c8argej20gd15ancu.jpg",无,无,2020-01-31 20:51,专业版微博,22,3,17
Is4k2sKJw,【我买口罩送给医院，你也好意思骗？！浙江一男子网购口罩被骗10.8万】返乡过年的温州郑先生得知武汉以及温州部分医疗机构急缺N95口罩等防护设备后，在多个网络渠道发布采购N95口罩的需求。微信昵称为“小微”的女子主动添加郑先生的微信，称有大量的库存医用口罩，郑先生以10.8万元购买1万只，但付款后一直没收到发货单，第二天被对方拉黑，郑先生报警。警方提醒大家，当下特殊时期，口罩供不应求，一定要警惕以下四类诈骗→我买口罩送给医院，你也好意思骗？！浙江一男子网购口罩被骗10.8万                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbg19h0i6lj20k0179wgi.jpg,无,无,2020-01-31 20:49,专业版微博,108,9,31
Is42gxpuz,【紧急扩散！1月20日，K4235次6车杭州-柳州、MF8789 杭州-海口，乘坐这两趟列车（航班）的杭州人注意了！】我们正在寻找这些乘客！提醒：同乘人员返家后暂不要外出，居家封闭隔离观察。发现异常者请立即就近到指定发热门诊就诊！紧急扩散！1月20日，K4235次6车杭州-柳州、MF8789 杭州-海口，乘坐这两趟列车（航班）的杭州人注意了！ 原图,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfzzu7g3wj20iqcmib2a.jpg,无,无,2020-01-31 20:05,专业版微博,16,30,4
Is3PMpfLG,【提醒家里的老人！专家不建议老年人戴口罩跳广场舞】31日，国家卫健委新闻发布会，中日友好医院呼吸与危重症医学科呼吸四部及五部主任詹庆元建议：疫情之下，老年人长时间在家憋得慌，可以戴口罩去公园走走，但要避免去人员密集场所。不建议老年人跳广场舞，或者戴口罩跳广场舞，一方面这可能增加感染风险，另一方面戴口罩跳广场舞可能导致缺氧，特别不利于有高血压等慢性病的患者的健康。（人民日报）提醒家里的老人！专家不建议老年人戴口罩跳广场舞 都市快报的微博视频                                ,无,无,无,2020-01-31 19:34,专业版微博,19,6,5
Is3NZyzMI,【虚构疫情信息、殴打防疫检查工作人员、借售卖口罩诈骗！杭州多人被行政拘留！】近日，杭州公安依法查处多起网上故意制造传播谣言扰乱公共秩序、殴打防疫检查工作人员和诈骗的违法行为，依法对涉案人员作出行政拘留处罚。1、1月24日，彭某因虚构自己从疫区回来的寻衅滋事行为被下城区公安分局行政拘留；2、1月25日，曹某平因虚构疫情信息扰乱公共秩序被余杭区公安分局行政拘留；3、1月25日，方某标因虚构疫情信息扰乱公共秩序被淳安县公安局行政拘留；4、1月30日，童某冬因虚构疫情信息扰乱公共秩序被临安区公安分局行政拘留；5、1月30日，徐某因殴打防疫检查工作人员被建德市公安局行政拘留并处罚款五百元；6、1月31日，庞某春因假借售卖口罩诈骗被钱塘新区公安分局行政拘留并追缴违法所得。虚构疫情信息、殴打防疫检查工作人员、借售卖口罩诈骗！杭州多人被行政拘留！                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfyzarxosj20k008gdjw.jpg,无,无,2020-01-31 19:30,微博 weibo.com,26,4,3
Is3GQkdtX,【周知！杭州看病配药政策调整，一次最长可配不超过12周的药量】为避免就诊人员交叉感染，尽最大可能保护大家安全，经杭州市医保局研究同意，决定即日起杭州市区参保人员因疾病治疗需要，需配取相关药品的，均可提供长处方服务。除原定长期处方服务的16种慢性疾病以外，相关医疗机构可对诊断明确、病情稳定、需要长期服用治疗性药物的其他疾病种类，在保证医疗安全的情况下开具不超过12周的药品。周知！杭州看病配药政策调整 一次最长可配不超过12周的药量                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfyh0tyrwj20k008gdjw.jpg,无,无,2020-01-31 19:12,专业版微博,27,16,16
Is3GohQSt,【乐清确诊病例为什么多？温州新冠肺炎疫情发布会：加大对超市、老年活动中心等场所的防控】乐清市委副书记表示，截止1月30日24时，乐清市69名确诊病例中有68人为武汉返乐人员及其近亲属，剩余1人为武汉返乡人员的朋友，未发生蔓延扩散现象。乐清确诊病例人数较多主要因为返乐人员基数大，排查管控措施严，标本检测速度快。接下来会全力阻断传播源头，加大对超市、老年活动中心等场所的防控。乐清确诊病例为什么那么多？温州新型冠状病毒疫情发布会通报                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbfyfu5insj20jk08gjyp.jpg,无,无,2020-01-31 19:11,专业版微博,37,6,11
Is3nh598I,【4000余出入境航班取消！境外滞留的杭州旅客能顺利回来吗？】据去哪儿网系统监测数据显示，2月已累计取消或暂停销售出入境航班4000余班。英国航空、汉莎航空、法国航空、加拿大航空等境外航司暂停了往返内地的航班。一些杭州旅客滞留境外，能顺利回来吗？ 业内人士建议，可优先选择国内航司航班回国，或经东京、迪拜等没有签证政策变化的地区进行中转。多家航司暂停部分航线，境外滞留的杭州旅客现在怎么样了？            [组图共5张]    原图                            ,"http://ww2.sinaimg.cn/large/6e1fdf79ly1gbfx1qh2daj20k00zmn0h.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbfx1qd0kgj20k00dp0t9.jpg,http://ww4.sinaimg.cn/large/6e1fdf79ly1gbfx1qh3h0j20k00ziq5t.jpg,http://ww3.sinaimg.cn/large/6e1fdf79ly1gbfx1qfmkjj20k00ivwg2.jpg,http://ww2.sinaimg.cn/large/6e1fdf79ly1gbfx1qhkesj20k016mq6w.jpg",无,无,2020-01-31 18:24,专业版微博,18,4,15
Is2GeryS4,【科比失事直升飞机所属公司宣布暂停所有业务】近日，科比和女儿Gigi，以及其他7名乘客遇难时乘坐的直升飞机的运营商岛屿快运公司（Island Express）表示，将取消所有业务，直到有进一步的通知。科比遇难时的飞行员阿兰·佐巴亚在该公司工作了十多年，也在这起事件中遇难。岛屿快运公司称，他们拥有对失事的Sikorsky S76直升机的所有权，并承诺与国家运输安全委员会合作调查这起事故。科比失事直升飞机所属公司宣布暂停所有业务                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfu0h4ze4j20k00d87n6.jpg,无,无,2020-01-31 16:38,专业版微博,20,9,0
Is2D08tsI,【村委会副主任不配合卡点体温检测！温州通报6起违反疫情防控工作纪律问题】最近，温州有个别单位和干部政治意识不强，未能担当履职。对此，纪检监察机关予以严肃查处，并对相关责任单位和责任人进行了追责问责。现将6 起典型问题和处理结果予以通报。温州机场、龙湾区卫健局因信息沟通不顺畅致使工作被动！村委会副主任不配合卡点体温检测……温州通报6起违反疫情防控工作纪律问题 原图,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbfts7r97hj20ef1iudj5.jpg,无,无,2020-01-31 16:30,专业版微博,24,5,5
Is2rrfqHd,【省发布会直击 | 强化省级公路、入浙卡点、高速公路的疫情防控，已封闭一些高速公路入口】今天下午，浙江省召开新冠肺炎防控工作新闻发布会第五场。强化省级公路、入浙卡点、高速公路的疫情防控，封闭一些高速公路入口。1月27日0点，全面暂停出入浙江的客运班车。加强铁路和民航的联防联控，制定一站一管的方案，形成闭环管理。加大非法营运的打击力度，重点查处7座以上的客车入浙非法营运。加强消毒防护和现场引导，做好疫情的防控，并做好宣传教育工作。省发布会直击 | 强化省级公路、入浙卡点、高速公路的疫情防控，已封闭一些高速公路入口                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfsxvmbh1j20ev1ku7fy.jpg,无,无,2020-01-31 16:01,专业版微博,5,6,2
Is2ps31bu,【今天起杭州所有火车站启动24小时防疫检查！已购票旅客劝告暂缓来杭！】自2020年1月31日16时起，杭州东站、杭州站、余杭站、富阳站、桐庐站、建德站、千岛湖站等7个站点建立防疫检查点，实行24小时检查。各站点对所有出站旅客开展测温工作，并在出站口前设置湖北籍旅客出站专用通道，请入杭旅客按要求配合检查。另外，对已购票准备来杭的旅客，将事先以短信形式劝告旅客暂缓来杭。今起，杭州所有火车站启动24小时防疫检查！劝告已购票旅客暂缓来杭                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbfst7x96gj20jk08gjyp.jpg,无,无,2020-01-31 15:56,专业版微博,38,5,14
Is2nqrVa7,【省发布会直击 | 浙江有8个儿童病例，都属于轻症 儿童治疗浙江有两条特别的诊断标准】今天下午，浙江省召开新冠肺炎防控工作新闻发布会第五场。目前浙江有8个儿童病例，都属于轻症，最小的是3个月，病情平稳。最大的是13岁，都在定点医院治疗。省发布会直击 | 浙江有8个儿童病例，都属于轻症 儿童治疗浙江有两条特别的诊断标准 [组图共2张]原图,无,无,无,2020-01-31 15:51,专业版微博,17,4,8
Is2hezVBH,【国家卫健委：已治愈的患者仍有再次感染的可能，仍要加强防护】国家卫健委新闻发布会上临床督导专家指出，新型冠状病毒感染的肺炎治愈患者有再感染风险，治愈后应加强防护。国家卫健委：已治愈的患者仍有再次感染的可能，仍要加强防护 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfs8degzcj20go0ciq3s.jpg,无,无,2020-01-31 15:36,专业版微博,40,13,18
Is1w3f5Zy,【今天夜里24时起杭州部分市际公交线路停运！市内公交正常运营！】快报记者从杭州公交集团了解到，根据杭州市交通运输局下发的《关于暂停杭州市际公交线路运营的通知》，杭州公交集团自1月31日24时起，暂停部分市际公交线路的运营。线路恢复时间另行通知，其他市内公交线路不变，照常运营。今天夜里24时起杭州部分市际公交线路停运！市内公交正常运营！                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfovgtr0ij20ev16t0um.jpg,无,无,2020-01-31 13:40,专业版微博,15,13,4
Is1k66geO,【快讯！今日起杭州国大城市广场暂停营业】记者了解到，今日起，国大城市广场暂停营业。1月31日至2月9日闭店。快讯！今日起国大城市广场暂停营业，至2月9日闭店 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfo0twji0j20jk08gjyp.jpg,无,无,2020-01-31 13:10,专业版微博,41,11,14
Is1dMC5lb,【戴上口罩就能结婚！江干区2月3日起提供婚姻登记服务】今天上午，江干区民政局发布通知：将于2月3日（周一）起开始提供登记服务。通知要求，婚姻当事人一律佩戴口罩从市民之家位于新业路的2号门进出，需按江干区防疫要求先测量体温，确认无恙并登记后方可进入婚姻登记大厅办理婚姻登记事务。疫情防控期间，来江干区婚姻登记均需要预约，请当事人通过电话提前1天预约（96345）或网上提前2天预约。江干区丨2月3日起提供婚姻登记服务，记得一定要提前预约                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbfnkn98b0j20k008gdjw.jpg,无,无,2020-01-31 12:55,专业版微博,155,5,35
Is14leuzC,【这段时间，大家向12345热线问了12376个关于疫情的问题，TR188次航班及时管控，背后有12345的一通电话！】1月24日中午，袁先生打进12345求助：一批武汉旅客将于当晚21：45分从新加坡飞抵萧山机场，航班号未知，袁先生来电咨询是否会对这批乘客采取医学隔离。12345工作人员接完电话后，紧急联系市卫健委、萧山区、萧山机场，为及时部署赢得了宝贵的时间。1月20日至29日，12345共接到12376通咨询疫情相关的电话，大家反映的问题，都会及时安排“落地”。这段时间，大家向12345热线问了12376个关于疫情的问题，TR188次航班及时管控，背后有12345的一通电话！            [组图共4张]    原图                            ,无,无,无,2020-01-31 12:32,专业版微博,306,51,52
Is0Wkd8bw,【最新通知！今日18时起，杭州11个高速出口全天关闭，6个高速出口限时关闭！】为做好疫情防控工作，从2020年1月31日18：00起全天关闭以下11个高速公路出口：杭金衢高速浦阳主（副）站收费站出口、杭金衢高速张家畈（所前）收费站出口、苏绍高速党湾收费站出口、杭浦高速临平收费站出口、杭长高速黄湖收费站出口、杭宁高速仁和收费站出口（南京至杭州方向）、杭新景高速大同收费站出口、杭州绕城高速龙坞收费站出口、杭州绕城高速乔司东收费站出口和杭州绕城高速紫金港收费站出口。2020年1月31日起每日18:00至次日7:00关闭以下6个高速公路出口：杭新景高速袁富主（副）站收费站出口、杭新景高速深澳收费站出口、杭新景高速富春江收费站出口、杭州绕城高速袁浦收费站出口、杭州绕城高速萧山南收费站出口。道路封闭期间，禁止车辆通行，恢复时间另行通知。最新通知！今日18时起，杭州11个高速出口全天关闭，6个高速出口限时关闭！                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfmbfbkjcj20jk08gjyp.jpg,无,无,2020-01-31 12:12,专业版微博,29,13,11
Is0MIcNdJ,紧急扩散！这235个车次、航班发现患者，急寻同行人！其中有从武汉到杭州东的高铁和从杭州出发的航班！紧急扩散！这235个车次、航班发现患者，急寻同行人！其中有从武汉到杭州东的高铁和从杭州出发的航班！ [组图共2张]原图,无,无,无,2020-01-31 11:48,专业版微博,15,29,2
Is0HHEQwm,#寻找染病车船飞机乘客#【紧急扩散！#急寻与内蒙古患者密切接触人员#】2020年1月30日，内蒙古自治区乌兰察布市化德县确诊1例新型冠状病毒感染的肺炎病例，现急寻密切接触者。患者流行病学调查如下：△罗某某于2020年1月19日早8时45分乘坐CA8255航班（座位号26K）。△罗某某于1月19日10时55分到达呼和浩特市白塔机场，随后乘坐出租车（车牌号不详）到达呼和浩特市火车站。△罗某某乘坐当日12时53分始发于呼和浩特市的K7920次列车（座位号为11车厢082号），16时26分到达化德县，随后乘坐其亲属私家车返回移民二期家中。△1月20日至1月21日，罗某某自述步行到德盛园一期娘家伺候老人2天时间，1月21日傍晚（具体时间不详）乘坐出租车（车牌号不详）由德盛园一期返回移民二期家中。此后返回家中一直居家未出。请以上时段与该病例有接触的人员，紧急采取以下防护措施：1.相关人员看到通告后不要外出，立即居家隔离观察至最后一次与患者发生接触后的14天；2.及时报备到所在社区、村，或者通过卫健委疫情报告电话报备；3.在此期间不走亲访友、不聚餐、不在家中接待客人；不去人群密集场所，若必须出门，请正确佩戴口罩，避免近距离与人面对面交谈；4.居家隔离期间注意家庭内部环境清洁，适当通风；5. 配合工作人员观察记录自己和家人的健康状况，如出现乏力、发热、咳嗽等症状，请致电化德县疾病预防控制中心，并主动告知可能与新型冠状病毒感染的肺炎患者有接触史；6.就诊全程要佩戴口罩，不得乘坐公共交通工具。卫健委疫情报告电话：0474-7902044化德县人民政府2020年1月30日@人民日报                原图                            ,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbflaf5exbj20k008g78a.jpg,无,无,2020-01-31 11:36,专业版微博,11,7,7
Is0vwl6w1,【中国政府决定派民航包机接滞留海外的湖北特别是武汉公民回家】1月31日，外交部发言人华春莹表示，考虑到近日湖北特别是武汉中国公民在海外遇到的实际困难，中国政府决定尽快派民航包机把他们直接接回武汉。中国政府决定派民航包机接滞留海外的湖北特别是武汉公民回家 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfkf61iuwj20jk08gjyp.jpg,无,无,2020-01-31 11:06,专业版微博,85,7,15
Is0r50s0o,【好苗头！杭州各大医院发热门诊人数减少！】近几天，杭州几家医院的发热门诊就诊人数都在下降，浙一从稍早几天的最多一天将近400人下降到1月29日171人，省人医由年前每天300个左右下降到现在每天100多个，这对于疫情防控来说是个好苗头。市中医院有位复诊糖尿病患者入院测温39℃，去发热门诊排查 ，排除新冠病毒感染，确诊为糖尿病合并急性肾盂肾炎，住院治疗。医生建议，常规复诊可暂缓来院，但这些患者应及时就诊→好苗头！杭州各大医院发热门诊人数减少！            [组图共2张]    原图                            ,无,无,无,2020-01-31 10:55,专业版微博,160,16,24
Is0eeD2BX,【温州一“感染病人密切接触者”强行离开定点隔离医院被行政拘留】面对新型冠状病毒肺炎疫情扩散的严峻形势，出现了极个别不和谐的声音和画面，给防控工作带来了风险。感染病人密切接触者金某被要求在乐清市某定点医院隔离观察。2020年1月29日，金某不听医生劝阻，擅自离开隔离医院。金某拒不配合隔离措施，阻碍工作人员执行职务，被公安机关依法处以行政拘留。温州一“感染病人密切接触者”强行离开定点隔离医院被行政拘留            [组图共2张]    原图                            ,无,无,无,2020-01-31 10:23,专业版微博,95,9,29
Is0aazH7i,【孕妇戴着两层口罩和厨房手套来就诊，杭城各大医院春节门急诊量都明显下降！】昨天下午，记者探访杭城各大医院，门急诊总量明显下降。省人医门急诊总量不到往年同期的五分之一，邵逸夫心内科、省人医分泌科大部分门诊患者都是来配药的，市中医中医妇科有孕妇戴着两层口罩和厨房手套来就诊，“对流产的恐惧战胜了对病毒的恐惧”。医生建议，不是急症节后再来，“虽然医院入口都有发热病人筛查，但仍然有接触到无症状病毒携带者的风险。”孕妇戴着两层口罩和厨房手套来就诊，杭城各大医院春节门急诊量都明显下降！            [组图共3张]    原图                            ,无,无,无,2020-01-31 10:13,专业版微博,35,3,11
IrZXdoRi5,"【杭州通报16例新增确诊病例情况】2020年1月30日0-24时，全市新增报告新型冠状病毒感染的肺炎确诊病例16例，其中：萧山区5例（其中机场检疫1例），西湖区、余杭区各3例，拱墅区、桐庐县各2例，江干区1例。新增重症病例1例，原有重症病例转轻症7例。截至1月30日24时，全市累计报告新型冠状病毒感染的肺炎确诊病例85例。其中：余杭区20例，萧山区14例（其中机场检疫5例）, 西湖区11例，江干区8例，上城区、桐庐县各6例，下城区5例，临安区4例，拱墅区、滨江区、富阳区各3例，钱塘新区、建德市各1例。目前所有病例均在定点医疗机构接受隔离治疗。除现有的11例重症外，其余病例病情均稳定。全市共追踪到密切接触者919人，已解除医学隔离或诊断为确诊/疑似病例的共40人，尚有879人正在接受医学观察。16例新增确诊病例情况：病例一，女，54岁，现住余杭区，曾与武汉来杭病人有接触，1月27日出现不适，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例二，男，63岁，现住萧山区，为确诊病例的密切接触者，1月23日出现不适，体温37.6℃，有咽痛等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例三，男，51岁，现住余杭区，为确诊病例的密切接触者，1月25日出现不适，体温38℃，有咳嗽咳痰、腹痛腹泻等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例四，女，59岁，现住拱墅区，为确诊病例的密切接触者，1月25日出现不适，体温38.8℃，有咽痛、头痛等症状，左下肺出现影像学改变，现在定点医疗机构隔离治疗。病例五，女，36岁，现住拱墅区，有湖北来杭人员接触史，1月24日出现不适，体温37.4℃，有咽痛等症状，左上肺出现影像学改变，现在定点医疗机构隔离治疗。病例六，女，61岁，现住萧山区，为确诊病例的密切接触者，1月29日出现不适，有发热、咳嗽、咽痛等症状，现在定点医疗机构隔离治疗。病例七，男，48岁，现住桐庐县，1月18日出现不适，有病例接触史，体温39.6℃，有头痛、咳嗽等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例八，女，30岁，现住西湖区，有湖北省旅居史，1月28日出现不适，有头痛、咳嗽等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例九，女，54岁，现住余杭区，1月24日自武汉来杭，1月27日出现不适，体温37.5℃，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例十，男，67岁，现住江干区，1月20日自武汉来杭，1月19日出现不适，有咳嗽、咳痰等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例十一，女，52岁，现住西湖区，1月22日自武汉来杭，1月28日出现不适，体温39℃，有咳嗽、头痛等症状，左肺出现影像学改变，现在定点医疗机构隔离治疗。病例十二，女，26岁，现住西湖区，有武汉来杭人员接触史，1月29日出现不适，体温37.8℃，右肺出现影像学改变，现在定点医疗机构隔离治疗。病例十三，女，88岁，现住萧山区，为确诊病例的密切接触者，1月27日出现不适，体温37.7℃，有恶心，咳嗽、流涕等症状，现在定点医疗机构隔离治疗。病例十四，男，48岁，现住萧山区，为确诊病例的密切接触者，1月27日出现不适，体温38.8℃，有乏力、腰酸等症状，现在定点医疗机构隔离治疗。病例十五，男，59岁，现住桐庐县，有病例接触史，1月18日出现不适，体温37.5℃，有咳嗽、乏力等症状，两肺出现影像学改变，现在定点医疗机构隔离治疗。病例十六，女，45岁，为1月24日乘TR188航班自新加坡到达萧山机场湖北旅客，1月26日出现不适，体温38.2℃，有肌肉酸痛和关节酸痛等症状，现在定点医疗机构隔离治疗。杭州通报16例新增确诊病例情况                原图                            ",http://wx1.sinaimg.cn/large/6e1fdf79ly1gbfhz8mbzyj20jv08f105.jpg,无,无,2020-01-31 09:41,专业版微博,135,22,29
IrZIkATMR,【30日浙江省新增确诊病例109例，其中杭州16例】2020年1月30日0-24时，浙江省报告新型冠状病毒感染的肺炎新增确诊病例109例，新增出院病例5例。其中：新增确诊病例中，杭州市16例、宁波市5例、温州市55例、湖州市1例、绍兴市4例、金华市7例、衢州市2例、舟山市1例、台州市17例、丽水市1例；新增出院病例中，温州市4例、舟山市1例。截至1月30日24时，浙江省累计报告新型冠状病毒感染的肺炎确诊病例537例，现有重症病例50例（其中危重10例），累计出院9例。其中：确诊病例中，杭州市85例、宁波市46例、温州市227例、湖州市6例、嘉兴市16例、绍兴市23例、金华市27例、衢州市12例、舟山市7例、台州市81例、丽水市7例；重症病例中，杭州市11例、宁波市1例、温州市14例、嘉兴市5例、绍兴市5例、金华市5例、衢州市1例、台州市6例、丽水市2例；出院病例中，温州市7例、丽水市1例、舟山市1例。目前，全省共追踪到密切接触者9297人，已解除医学观察422人，尚有8801人正在接受医学观察。30日浙江省新增确诊病例109例，其中杭州16例                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbfgx3hdjmj20jv08gn4l.jpg,无,无,2020-01-31 09:05,微博 weibo.com,90,20,42
IrZhWpVue,【31省份新增新型肺炎确诊病例1982例，累计9692例】据国家卫健委网站消息，1月30日0-24时，31个省(自治区、直辖市)和新疆生产建设兵团报告新增确诊病例1982例，新增重症病例157例，新增死亡病例43例(湖北省42例、黑龙江省1例)，新增治愈出院病例47例，新增疑似病例4812例。截至1月30日24时，国家卫生健康委收到31个省(自治区、直辖市)和新疆生产建设兵团累计报告确诊病例9692例(四川省累计确诊病例核减1例)，现有重症病例1527例，累计死亡病例213例，累计治愈出院病例171例，共有疑似病例15238例。目前累计追踪到密切接触者113579人(北京市核减21例)，当日解除医学观察4201人，共有102427人正在接受医学观察。累计收到港澳台地区通报确诊病例28例：香港特别行政区12例，澳门特别行政区7例，台湾地区9例。31省份新增新型肺炎确诊病例1982例，累计9692例                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbff1fvmc2j20jv08gn4l.jpg,无,无,2020-01-31 08:00,微博 weibo.com,36,8,13
IrZhU7gs2,来杭友圈#杭州十二时辰#记录我们不一样的城市每天1000元现金红包等你来分 原图,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbeu7fastkj20ku1127ht.jpg,无,无,2020-01-31 08:00,微博 weibo.com,13,0,1
IrRl1ac5F,【1月30日起，宜家线下商场暂停营业，可在线上继续选购】继暂停部分商场营业以及缩短部分商场的营业时间之后，宜家中国进一步决定自2020年1月30日起暂停所有在中国大陆线下商场的营业。宜家中国将密切关注疫情，商场恢复营业的安排会根据情况进一步沟通。营业暂停期间，宜家中国网上商城（www.IKEA.cn）以及客服中心（9:00-17:00 电话：400-800-2345）将持续提供家居灵感和服务，顾客可以在线上继续选购。1月30日起，宜家线下商场暂停营业，可在线上继续选购                原图                            ,http://wx4.sinaimg.cn/large/6e1fdf79ly1gbefxly16pj20dc05njtc.jpg,无,无,2020-01-30 11:45,微博 weibo.com,14,1,1
IrRjorBJU,【韩亚航空、加拿大航空、汉莎航空、英国航空等多家航司取消航班】受到疫情影响，一方面旅客退票需求增加，另一方面也有多家航空公司停运了部分航线。提醒已在国外的游客，务必时刻关注回国的航班动态。韩亚航空、加拿大航空、汉莎航空、英国航空等多家航司取消航班 [组图共9张]原图,无,无,无,2020-01-30 11:41,微博 weibo.com,21,15,8
IrRdse3LT,【从今天起，杭州开往北京、深圳等地的部分铁路列车停运！】快报记者从铁路部门获悉，根据疫情防控需要，以及客流变化情况，铁路部门临时调整运输方案，停运多列杭州始发或途经的列车。停运列车信息→关注！从今天起，杭州开往北京、深圳等地的部分铁路列车停运！ 原图,http://wx2.sinaimg.cn/large/6e1fdf79ly1gbefehn22cj20jw08b101.jpg,无,无,2020-01-30 11:27,微博 weibo.com,30,9,8
IrR5q1Li8,紧急扩散！这196个车次、航班发现患者，急寻同行人！其中有武汉到杭州东、温州南到苍南的高铁→紧急扩散！这196个车次、航班发现患者，急寻同行人！其中有武汉到杭州东、温州南到苍南的高铁 [组图共2张]原图,无,无,无,2020-01-30 11:07,微博 weibo.com,20,29,7
IrQZOeKPM,【浙江全省口腔专科门诊部及诊所全面停诊】1月29日，浙江省卫健委发布通知：全省综合医院口腔科门诊及口腔专科医院只保留必要的口腔颌面外科急诊，仅处理外伤、颌面部间隙感染等急症，并按照相关防护要求严格落实院感防控措施，其余可择期诊治项目全部暂停。全省口腔专科门诊部及诊所全面停诊。所涉及的医疗机构迅速通知已预约的病人暂缓就医。全省综合医院、口腔专科医院普通门诊及口腔专科门诊、诊所恢复诊疗时间按照疫情发展情况另行通知。浙江全省口腔专科门诊部及诊所全面停诊                原图                            ,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbeefdaofoj20jw08b101.jpg,无,无,2020-01-30 10:53,微博 weibo.com,61,27,48
IrQXJ6vzk,【快讯：1月30日18：00时起，杭州全天关闭8个高速公路出口】为全力做好我市新型冠状病毒感染的肺炎疫情防控工作，依据《中华人民共和国传染病防治法》、《中华人民共和国突发事件应对法》的有关规定，经研究决定从2020年1月30日18：00起全天关闭以下8个高速公路出口：安仁收费站、淡竹收费站、杭徽高速藻溪南收费站、杭徽高速藻溪北收费站、太阳收费站、龙岗收费站、颊口收费站、白果收费站。2020年1月30日起每日18:00至次日7:00关闭大店口收费站出口。快讯：1月30日18：00时起，杭州全天关闭8个高速公路出口                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbeea09mrlj20dc05njtc.jpg,无,无,2020-01-30 10:48,微博 weibo.com,15,7,9
IrQRcgZy7,【杭州通报18例新增确诊病例情况】2020年1月29日0-24时，全市报告新型冠状病毒感染的肺炎新增确诊病例18例，其中：新增确诊病例中，上城区4例，西湖区3例，江干区、余杭区、萧山区各2例，下城区、滨江区、富阳区、桐庐县、建德市各1例。截至1月29日24时，全市累计报告新型冠状病毒感染的肺炎确诊病例...全文原图,http://wx3.sinaimg.cn/large/6e1fdf79ly1gbedtae018j20jy08e45w.jpg,无,无,2020-01-30 10:32,微博 weibo.com,115,17,45
IrQMDbkk5,【温州通报58例新增确诊病例情况，其中一人从武汉前往杭州停留2日，回到温州后确诊】2020年1月29日0-24时，温州市报告新增新型冠状病毒感染的肺炎确诊病例58例，新增重症病例3例。新增病例中多例经杭州回温被确诊：患者七，男，49岁，现住平阳县，患者常住外地（否认武汉），最近辗转贵州、北京、杭州，1月23日杭州返回温州，1月23日开始陆续出现咳嗽、发热，体温38.2℃，现在定点医疗机构隔离治疗。患者二十五，男，42岁，现住瑞安，1月16日从武汉前往杭州，在杭州停留2日，于1月18日返回温州，1月20日发病，轻微咳嗽，现在定点医疗机构隔离治疗。患者五十一，男，56岁，现住乐清市，1月14日从武汉经杭州回温州，1月19日出现乏力、纳差等症状，现在定点医疗机构隔离治疗。详细信息→温州新增确诊病例58例，其中多例经杭州回温被确诊                原图                            ,http://wx1.sinaimg.cn/large/6e1fdf79ly1gbedhpfuloj20jy08e45w.jpg,无,无,2020-01-30 10:21,微博 weibo.com,51,11,42
